COMMERCE 4FD3 - Financial Institutions,"COMMERCE 4FD3 - Financial Institutions
3 unit(s)
This course examines, from a managerial perspective, the major types of financial institutions in Canada: chartered banks, trust companies, insurance companies, investment banks and other institutional investors.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management, Actuarial Financial Mathematics program, or relevant minor (see Faculty Note 2.)"
COMMERCE 4FE3 - Options and Futures,"COMMERCE 4FE3 - Options and Futures
3 unit(s)
This course provides an integrated approach to understanding the relations between options, futures, and their underlying assets. The theory of pricing of options and futures and the application of the theory to instruments currently traded in financial markets are considered.
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FF3 - Portfolio Theory and Management,"COMMERCE 4FF3 - Portfolio Theory and Management
3 unit(s)
This course offers an advanced treatment of investment decision-making and the role of financial markets in pricing securities. Topics include: portfolio selection models, the institutional environment of investment decisions, and investment and asset pricing theory.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce, Engineering and Management, Actuarial Financial Mathematics program, or relevant minor (see Faculty Note 2.)"
COMMERCE 4FG3 - Financial Theory,"COMMERCE 4FG3 - Financial Theory
3 unit(s)
This course explores the theoretical foundations of finance and their applications to corporate finance policy. Topics covered include rational investment decisions, asset pricing, efficient markets, financial decisions and the role of information in financial decision-making.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3 or ECON 2I03 and ECON 3G03; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
"COMMERCE 4FH3 - Mergers, Acquisitions and Corporate Control","COMMERCE 4FH3 - Mergers, Acquisitions and Corporate Control
3 unit(s)
This course examines the process by which mergers and other types of corporate control transactions take place, and the role of restructuring shifts in resource allocation by corporations.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FJ3 - Fixed Income Analysis,"COMMERCE 4FJ3 - Fixed Income Analysis
3 unit(s)
This course provides an advanced treatment of investments in the field of fixed income analysis and focuses on fixed income securities, fixed income portfolio management and fixed income derivatives.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FK3 - Financial Statement Analysis,"COMMERCE 4FK3 - Financial Statement Analysis
3 unit(s)
This course provides a comprehensive and up-to-date treatment of the analysis of financial statements as an aid to decision making. The relationship between financial markets and financial statements is studied using computerized data sets on personal computers.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FL3 - Personal Financial Management,"COMMERCE 4FL3 - Personal Financial Management
3 unit(s)
The course covers various topics that are relevant to the financial decision making of individuals. These decisions include investment, retirement planning, debt and credit management, renting vs. buying a home, insurance and risk management and personal income tax planning and strategies.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FA3 or ECON 2I03 or IBH 2BB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FM3 - Personal Financial Planning and Advising,"COMMERCE 4FM3 - Personal Financial Planning and Advising
3 unit(s)
Students will examine financial planning concepts by undertaking a major integrative project. This course is strongly recommended for students working towards the CFP designation.
Lectures (three hours)
Prerequisite(s): COMMERCE 4FL3 or COMMERCE 4FP3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FN3 - Financial Risk Management,"COMMERCE 4FN3 - Financial Risk Management
3 unit(s)
This course provides a systematic and advanced treatment of financial risk management. It focuses on interest rate risk, market risk, liquidity risk, credit risk and operational risk. It is designed for students pursuing careers in operations management as well as finance and accounting.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce, Engineering and Management or Actuarial Financial Mathematics program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FO3 - Small Business and Entrepreneurial Finance,"COMMERCE 4FO3 - Small Business and Entrepreneurial Finance
3 unit(s)
This course is intended for students who wish to enhance their skills and knowledge in those areas of business that lead to successful entrepreneurship and/or small business management. The focus will be on those financial issues and decisions of particular concern to sole proprietors, partnerships, family-owned businesses and small non-public corporations.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FA3 or ECON 2I03 or IBH 2BB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FP3 - Personal Finance,"COMMERCE 4FP3 - Personal Finance
3 unit(s)
A major objective of the course is to provide students with the tools and skills needed to make sound financial decisions throughout their lives. Financial planning is the process of managing one’s money to achieve personal economic satisfaction. This process involves setting realistic goals and organizing financial activities toward the achievement of the goals. It also depends on the control of financial affairs by avoiding excessive debt, building up wealth, and managing financial risk.
Lectures (three hours)
Antirequisite(s): COMMERCE 4FL3. Not open to students registered in any Commerce, or Engineering & Management program; or the Minor in Finance."
COMMERCE 4FQ3 - Working Capital Management,"COMMERCE 4FQ3 - Working Capital Management
3 unit(s)
The course will apply the principles and concepts of financial theory to problems and decisions associated with short-term (working) capital and how it affects firm liquidity, default risk and shareholder wealth.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FR3 - Insurance and Risk Management,"COMMERCE 4FR3 - Insurance and Risk Management
3 unit(s)
The course covers different types of insurance, including life, health and disability, home, property and automobile insurance. Risk management is a lifelong process that involves five steps: identification, evaluation, control, financing and monitoring.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FA3 or ECON 2I03 or IBH 2BB3; and registration in any Bachelor of Commerce, Engineering and Management or Actuarial and Financial Mathematics program or relevant minor (see Faculty Note 2.)"
"COMMERCE 4FS3 - Pension, Retirement and Estate Planning","COMMERCE 4FS3 - Pension, Retirement and Estate Planning
3 unit(s)
The course examines financial needs at retirement including inflation and taxation. It also examines methods of accessing savings at retirement. Estate planning ensures that assets are distributed with the wishes of the testator and the needs of the beneficiaries.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FA3 or ECON 2I03 or IBH 2BB3; and registration in any Bachelor of Commerce, Engineering and Management or Actuarial Financial Mathematics program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FT3 - Real Estate Finance and Investment,"COMMERCE 4FT3 - Real Estate Finance and Investment
3 unit(s)
Concepts and techniques introduced in the course include investing, financing, appraising, consulting, managing real estate portfolios, leasing, managing property, analyzing site locations and managing corporate real estate assets.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FU3 - Behavioural Finance: The Psychology of Markets,"COMMERCE 4FU3 - Behavioural Finance: The Psychology of Markets
3 unit(s)
An introduction to the emerging field of behavioural finance. Psychology and finance are integrated in studying how investors’ emotions affect stock prices and markets.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FV3 - Venture Capital,"COMMERCE 4FV3 - Venture Capital
3 unit(s)
This course focuses on financing and value creation strategies for early- and growth-stage companies. It is designed for students considering careers in financial services or as entrepreneurs.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FW3 - Finance for Entrepreneurs,"COMMERCE 4FW3 - Finance for Entrepreneurs
3 unit(s)
This course is intended for students who wish to enhance their skills and knowledge in those areas of business that lead to successful entrepreneurship and/or small business management. The focus will be on those financial issues and decisions of particular concern to sole proprietors, partnerships, family-owned businesses and small non-public corporations. This will include the financial aspects of the relationship between the firm and its owners.
Lectures (three hours)
Prerequisite(s): Students in a third or fourth year non-Commerce program or relevant minor (see Faculty Note 2.)
Antirequisite(s): COMMERCE 4FO3
Not open to students registered in any Commerce, or Engineering & Management program; or the Minor in Finance or Innovation."
COMMERCE 4FX3 - Special Topics in Finance,"COMMERCE 4FX3 - Special Topics in Finance
3 unit(s)
Various topics in Finance are considered. They will vary depending upon recent developments in the field and upon the research interests of the instructor. The topics to be included are announced at the time of the course offering.
For information on course offerings, please refer to the School of Business web site at http://ug.degroote.mcmaster.ca/course-outlines/ or contact the Student Experience Academic Office, DSB 112.
Lectures (three hours)
Prerequisite(s): Announced at time of offering. COMMERCE 4FX3 may be repeated, if on a different topic, to a total of six units."
COMMERCE 4FY3 - Introduction to FinTech,"COMMERCE 4FY3 - Introduction to FinTech
3 unit(s)
The course provides a broad overview of the financial technology (FinTech) industry. Specifically, it will cover; how financial services have evolved key players and their roles; existing products, how FinTech has evolved key players and their innovations; technologies underpinning FinTech innovations, major FinTech innovations and their impact on financial services, regulations governing the financial services industry and how to identify and analyze future trends/opportunities of FinTech.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4FZ3 - Islamic Finance,"COMMERCE 4FZ3 - Islamic Finance
3 unit(s)
With rapid globalization, the world economy is becoming increasingly integrated across countries and societies with divergent economic practices. Predominantly Islamic countries are becoming important suppliers and users of financial capital. In this course, students will gain an appreciation of common Islamic financial concepts (Murabaha, Musharaka, Istisna) instruments (Sukuk), relevant legal (Western and Islamic) jurisprudence, and regulatory and disclosure standards.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4IA0 - Internship 1,"COMMERCE 4IA0 - Internship 1
0 unit(s)
Full-time paid employment in an approved internship providing students with work experience related to their academic curriculum. After securing an internship position, students must successfully complete a minimum twelve months of experience as per the details outlined within their letter of offer, obtain satisfactory employer evaluation(s) and receive a passing grade on the work term report. All internship students will be enrolled in COMMERCE 4IA0 for the first term of their internship.
Prerequisite(s): COMMERCE 2IN0 and permission of the Manager of Student Experience - Career and Professional Development
This course will be evaluated on a complete/incomplete basis."
COMMERCE 4IB0 - Internship 2,"COMMERCE 4IB0 - Internship 2
0 unit(s)
Full-time paid employment in an approved internship providing students with work experience related to their academic curriculum. After securing an internship position, students must successfully complete a minimum twelve months of experience as per the details outlined within their letter of offer, obtain satisfactory employer evaluation(s) and receive a passing grade on the work term report. All internship students will be enrolled in COMMERCE 4IB0 for the second term of their internship.
Prerequisite(s): COMMERCE 2IN0, COMMERCE 4IA0 and permission of the Manager of Student Experience - Career and Professional Development
This course will be evaluated on a complete/incomplete basis."
COMMERCE 4IC0 - Internship 3,"COMMERCE 4IC0 - Internship 3
0 unit(s)
Full-time paid employment in an approved internship providing students with work experience related to their academic curriculum. After securing an internship position, students must successfully complete a minimum twelve months of experience as per the details outlined within their letter of offer, obtain satisfactory employer evaluation(s) and receive a passing grade on the work term report. Students completing a 16-month internship will be enrolled in COMMERCE 4IC0 for the third term of their internship.
Prerequisite(s): COMMERCE 2IN0, 4IA0, 4IB0 and permission of the Manager of Student Experience - Career and Professional Development
This course will be evaluated on a complete/incomplete basis."
COMMERCE 4ID0 - Internship Final Term,"COMMERCE 4ID0 - Internship Final Term
0 unit(s)
Full-time paid employment in an approved internship providing students with work experience related to their academic curriculum. After securing an internship position, students must successfully complete a minimum twelve months of experience as per the details outlined within their letter of offer, obtain satisfactory employer evaluation(s) and receive a passing grade on the work term report. All internship students will be enrolled in COMMERCE 4ID0 for their final term of their internship.
Prerequisite(s): COMMERCE 2IN0, 4IA0, 4IB0 and permission of the Manager of Student Experience - Career and Professional Development
This course will be evaluated on a pass/fail basis."
COMMERCE 4KF3 - Project Management,"COMMERCE 4KF3 - Project Management
3 unit(s)
Topics include: project selection, project organization structures, life cycles, planning, estimation, budgeting, resource allocation, contracting, project management software, reporting and controlling issues and conflict management.
Lectures and online (three hours)
Prerequisite(s): Registration in level III or above in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)
Antirequisite(s): COMMERCE 4QF3"
COMMERCE 4KG3 - Data Mining For Business Analytics,"COMMERCE 4KG3 - Data Mining For Business Analytics
3 unit(s)
Business Analytics (BA) is a technology-driven process for analysing data and presenting actionable information to help corporate executives, business managers and other end users make more informed business decisions. The course is designed for students in multiple business areas. Students will learn the concepts, techniques, and applications of data mining and business analytics through lectures, class discussions, hands-on assignments, and seminar presentations.
Lectures (three hours)
Prerequisite(s): COMMERCE 1DA3 (or 2QA3) or IBH 2AD3 or equivalent; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4KH3 - Strategies for Electronic and Mobile Business,"COMMERCE 4KH3 - Strategies for Electronic and Mobile Business
3 unit(s)
This course covers the strategic issues that the modern business manager must deal with in making strategic decisions concerning the choice, implementation and execution of electronic and mobile business solutions for start-ups and established enterprises.
Lectures (three hours)
Prerequisite(s): COMMERCE 2KA3 or IBH 2AB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4KI3 - Business Process Management,"COMMERCE 4KI3 - Business Process Management
3 unit(s)
This course enables students to learn about the methodologies used in business process management and related information technologies in support of process innovation. These techniques are learned through hands-on practice with SAP Business One (B1) software and simulation targeted to small and medium sized enterprises.
Lectures (three hours)
Prerequisite(s): COMMERCE 2KA3 or IBH 2AB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2) or permission of the instructor"
COMMERCE 4KX3 - Special Topics in Information Systems,"COMMERCE 4KX3 - Special Topics in Information Systems
3 unit(s)
Various topics in information systems are considered. They will vary depending upon recent developments in the field and upon the research interests of the instructor. The topics to be included are announced at the time of course offering. For information on course offerings, please refer to the School of Business web site at http://ug.degroote.mcmaster.ca/course-outlines/ or contact the Academic Programs Office, DSB 112.
Prerequisite(s): COMMERCE 2KA3 or IBH 2AB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)
COMMERCE 4KX3 may be repeated, if on a different topic, to a total of six units."
COMMERCE 4MA3 - Advertising and Integrated Marketing Communication,"COMMERCE 4MA3 - Advertising and Integrated Marketing Communication
3 unit(s)
The course introduces learners to the strategic role of advertising and its various forms print, radio, television, social, experiential, events, viral and consumer generated content in effective marketing. Students understand how to develop communications objectives, formulate a creative strategy, compare and select various forms of media to deliver on brand goals. It offers opportunity to practice the process of analyzing an opportunity, formulating strategy, developing creative and implementing an IMC plan.
Lectures (three hours)
Prerequisite(s): COMMERCE 2MA3 or IBH 2AA3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4MC3 - New Product Marketing,"COMMERCE 4MC3 - New Product Marketing
3 unit(s)
This course covers the management of new products from the idea stage through to product launch with a strong practical orientation. A field project is a major component of the course.
Lectures (three hours)
Prerequisite(s): COMMERCE 3MC3 or IBH 3AB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4MD3 - Business Marketing,"COMMERCE 4MD3 - Business Marketing
3 unit(s)
An overview of business marketing including: derived demand, vendor analysis, the multiple buying unit, value analysis, competitive bidding, industrial design, key accounts, and trade shows.
Lectures (three hours)
Prerequisite(s): COMMERCE 3MC3 or IBH 3AB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4ME3 - Sales Management,"COMMERCE 4ME3 - Sales Management
3 unit(s)
Cases, presentations, field work, library research, role playing and group exercises help to understand customers, the selling process, sales presentations, negotiation, legal and ethical responsibilities, self and team management.
Lectures (three hours)
Prerequisite(s): COMMERCE 2MA3 or IBH 2AA3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)
Antirequisite(s): Not open to students with credit or registration in COMMERCE 4MX3, if the topic was Sales Management."
COMMERCE 4MF3 - Retailing Management,"COMMERCE 4MF3 - Retailing Management
3 unit(s)
This course will familiarize students with key managerial and policy issues involved in the design, implementation and assessment of the retail mix. It will cover several areas relating to the institution of retailing, elements of the retail environment; and retail strategies.
Lectures (three hours)
Prerequisite(s): COMMERCE 3MC3 or IBH 3AB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4MG3 - Strategic Philanthropy and Leadership,"COMMERCE 4MG3 - Strategic Philanthropy and Leadership
3 unit(s)
In this course you will learn about the philanthropic sector in Canada through the hands-on process of granting over $10,000 to a local charity(s). Seeded by a $10,000 gift from the Learning by Giving Foundation, this course is designed to explore core aspects of the philanthropic and charitable sector. No previous experience with not-for-profit organizations is required. The purpose of this course is to introduce you to leadership practices in this sector and enhance your future capacity and expertise to make good investments for social, economic and environmental change through the charitable sector, either personally or as a member of a corporate social responsibility team.
Lectures (three hours)
Prerequisite(s): Registration in Level III or above in any four or five year program; or Instructor permission"
COMMERCE 4MH3 - Electronic Marketing,"COMMERCE 4MH3 - Electronic Marketing
3 unit(s)
The purpose of this course is to explore cutting edge marketing strategies in a dynamic e-commerce environment. Students will cover a wide range of issues including online consumer behaviours, website analytics, search engine marketing, online CRM, online channel and pricing strategies, social media marketing, and mobile marketing. This course is taught primarily through the case method and lectures but also includes readings, videos, workshops, guest speakers and assignments.
Lectures (three hours)
Prerequisite(s): COMMERCE 2MA3 or IBH 2AA3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4MI3 - Marketing Analytics,"COMMERCE 4MI3 - Marketing Analytics
3 unit(s)
Marketing departments are increasingly utilizing data routinely collected by their organizations to improve marketing decision making and more effectively allocate resources. This course will familiarize students with tools necessary for converting raw data into valuable consumer insights. The course offers a hands-on, practical approach, giving students the opportunity to become familiar with data analysis software. The course will emphasize both inference and prediction and highlight the trade-offs associated with different marketing analytics methods.
Prerequisite(s): COMMERCE 3MA3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4OB3 - Analysis of Production/Operations Problems,"COMMERCE 4OB3 - Analysis of Production/Operations Problems
3 unit(s)
An examination of analytical approaches to problems in the field of production/operations. The course will provide in-depth coverage of a limited number of topics. Enterprise resource planning system SAP is used to highlight some of the concepts covered in this course. This course is used towards SAP Certification in Business Integration.
Lectures (three hours)
Prerequisite(s): One of COMMERCE 2OC3, COMMERCE 4QA3, MECHENG 4C03, or IBH 3BE3 (or 2BC3); and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4OD3 - Purchasing and Supply Management,"COMMERCE 4OD3 - Purchasing and Supply Management
3 unit(s)
Students will gain skills that are necessary to manage purchasing operations in the private and public sectors. Topics include: purchasing policies, procedures, supplier selection, order management (including quality, quantity, delivery and price decisions), spend analytics, negotiation and contract management, outsourcing, international procurement and sustainability issues. Relevant procurement components of SAPs enterprise resource planning system will be demonstrated. This course can be used towards SAP Certification in Business Integration.
Lectures (three hours), tutorial (one hour)
Prerequisite(s): One of COMMERCE 2OC3, COMMERCE 4QA3, or IBH 3BE3 (or 2BC3); and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4OI3 - Supply Chain Management,"COMMERCE 4OI3 - Supply Chain Management
3 unit(s)
Supply chain, the network of materials, information and money, has become a key dimension in business competition. In this course, we will present the basic concepts and techniques in supply chain management using an integrated approach. We will also discuss the key drivers in supply chain management, and learn the success and failure stories of supply chain management. Enterprise resource planning system SAP is used to highlight some of the concepts covered in the course. This course is used towards SAP Certification in Business Integration.
Lectures (three hours)
Prerequisite(s): One of COMMERCE 2OC3, 4QA3, or IBH 3BE3 (or 2BC3); and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4OT3 - Transportation and Warehousing Management,"COMMERCE 4OT3 - Transportation and Warehousing Management
3 unit(s)
Transportation and warehousing play a critical role in the supply chain and the economy. They are a key enablers for customer-oriented strategies such as same-day or overnight deliveries. This course will help students understand the strategic role of transportation and logistics. The course covers concepts such as transportation costing and pricing; warehouse equipment and operations; warehouse layout; order processing; and transportation network design and optimization. The course will also use SAP.
Lectures (three hours)
Prerequisite(s): COMMERCE 2DA3 (or 3QA3); and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4PA3 - Business Policy: Strategic Management,"COMMERCE 4PA3 - Business Policy: Strategic Management
3 unit(s)
As the capstone to the program, this case course is designed to unify the student’s learning experience by exploring the formulation and implementation of corporate strategy.
Lectures (three hours)
Prerequisite(s): COMMERCE 3MC3 or IBH 3AB3; and registration in Level IV of any Bachelor of Commerce or Level V Engineering and Management program or relevant minor (see Faculty Note 2.)."
COMMERCE 4QA3 - Operations Modelling and Analysis,"COMMERCE 4QA3 - Operations Modelling and Analysis
3 unit(s)
A course that looks at productions and operations management as practiced in engineering and manufacturing industries and the services sector.
Lectures (three hours)
Prerequisite(s): One of STATS 2MA3, 3J04, 3N03, 3Y03, MATLS 3J03, ENGPHYS 3W04 A/B, or equivalent, and registration in any Engineering and Management, or Mechanical Engineering program; or registration in Level IV or V of any Engineering Physics program
Antirequisite(s): COMMERCE 2OC3, IBH 2BC3, 3BE3"
COMMERCE 4QX3 - Special Topics in Operations Management,"COMMERCE 4QX3 - Special Topics in Operations Management
3 unit(s)
Various topics in operations management are considered. They will vary depending upon recent developments in the field and upon the research interests of the instructor. The topics to be included are announced at the time of course offering. For information on course offerings, please refer to the School of Business website at http://ug.degroote.mcmaster.ca/course-outlines/ or contact the Academic Programs Office, DSB 112.
Lectures (three hours)
Prerequisite(s): COMMERCE 2OC3 or IBH 3BE3 (or 2BC3) or 4QA3; registration in any Bachelor of Commerce Program or Engineering & Management program"
COMMERCE 4SA3 - International Business,"COMMERCE 4SA3 - International Business
3 unit(s)
The key features of, and trends in, the global business environment. The implications of cultural and political differences. Comparative operational practices and multinational management.
Lectures (three hours)
Prerequisite(s): COMMERCE 3MC3 or IBH 3AB3; and registration in Level IV of any Bachelor of Commerce or Level V of any Engineering and Management program or with instructor permission or relevant minor (see Faculty Note 2.)"
COMMERCE 4SB3 - Introduction to Canadian Taxation,"COMMERCE 4SB3 - Introduction to Canadian Taxation
3 unit(s)
The principles of Canadian federal income taxation are examined in detail, emphasizing the application of both statute and common law to individuals’ and businesses’ situations.
Lectures (three hours)
Prerequisite(s): Credit or registration in COMMERCE 3AB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4SC3 - Advanced Canadian Taxation,"COMMERCE 4SC3 - Advanced Canadian Taxation
3 unit(s)
This course continues the study of Canadian federal income taxation with an in-depth coverage of selected provisions of the Income Tax Act pertaining to business activities, particularly the activities of corporations.
Lectures (three hours)
Prerequisite(s): COMMERCE 4SB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4SD3 - Commercial Law,"COMMERCE 4SD3 - Commercial Law
3 unit(s)
This course emphasizes those areas of law which are most relevant to business activity. Particular attention is given to the law relating to contracts and business organizations. Other areas of study include: sources of law, the judicial process, real and personal property, torts, agency, credit and negotiable instruments.
Lectures (three hours)
Prerequisite(s): Registration in Level III or above and in any Bachelor of Commerce or Engineering and Management program or Level IV of the Justice, Political Philosophy, and Law Program or relevant minor (see Faculty Note 2.)"
COMMERCE 4SE3 - Entrepreneurship,"COMMERCE 4SE3 - Entrepreneurship
3 unit(s)
The problems and experiences encountered in starting and developing new enterprises will be studied. A cornerstone of the course is the development of a detailed business plan for a local entrepreneur.
Lectures (three hours)
Prerequisite(s): COMMERCE 2FB3 (or 3FA3) or IBH 3AC3; and COMMERCE 3MA3, COMMERCE 3MC3, or IBH 3AB3; and registration in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4SG3 - Sustainability: Corporations and Society,"COMMERCE 4SG3 - Sustainability: Corporations and Society
3 unit(s)
The goal of this course is to familiarize students with a variety of sustainability related concepts including the triple bottom line, resilience, stakeholder engagement, the tragedy of the commons, sustainability and technology, and sustainable business models. Using cases, simulations, guest speakers, a group project and reflection, students will sharpen their ability to critically analyze and debate complex and systemic issues from an informed position. Students will emerge from this course understanding both the challenges and opportunities inherent in sustainability.
Lectures (three hours)
Prerequisite(s): Registration in Level III or IV of a four or five year program or instructor permission"
COMMERCE 4SH3 - Case Analysis and Presentation Skills,"COMMERCE 4SH3 - Case Analysis and Presentation Skills
3 unit(s)
Cases allow students to directly apply and integrate theories from various business disciplines to real-world situations/problems. Students will be working in teams and will have the opportunity to present their analysis and recommendations to a panel of judges. Hence, they will also develop their presentation skills, team and time management and communication skills. The first half of the course will provide students with the tools they need to approach case analysis. These tools include problem solving methodologies, communication approaches and team building skills. The final half of the course will allow students to practice applying these tools in case analysis situations in a three hour format. The cases will cover various industries and companies as well as different disciplines. Students will also be able to critique the analysis and presentation skills of their peers.
Lectures (three hours)
Prerequisite(s): Registration in Level IV or above in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Note 5)"
COMMERCE 4SM3 - Sports Management,"COMMERCE 4SM3 - Sports Management
3 unit(s)
This course emphasizes management principles as they relate to the business of sports. Students are introduced to the following sports management issues: marketing and advertising of sports events and brands, understanding of legal and ethical issues in sport, media and promotion, sponsorship and event management, sports equipment and product management, recreational sports management and other related areas. There is an emphasis on developing and improving communication skills as much of the course content will be case-based. An overview is provided with regard to career opportunities in the sports management field.
Lectures (three hours)
Prerequisite(s): Registration in Level IV or above in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4SX3 - Special Topics in Strategic Management,"COMMERCE 4SX3 - Special Topics in Strategic Management
3 unit(s)
Various topics in business are considered. They will vary depending upon recent developments in the field and upon the interests of the instructor. The topics to be included are announced at the time of the course offering.
Lectures (three hours)
Prerequisite(s): Registration in level III or above in any Bachelor of Commerce or Engineering and Management program or relevant minor (see Faculty Note 2.)"
COMMERCE 4SY3 - Independent Study in Business,"COMMERCE 4SY3 - Independent Study in Business
3 unit(s)
Faculty supervised research project. A supervising faculty member from the DeGroote School of Business must be arranged, and authorization of the Associate Dean (Academic) secured, in the term preceding the term of study.
Lectures (three hours)
Prerequisite(s): To be determined by the supervising faculty member and registration in level III or above in any Honours Bachelor of Commerce or Engineering and Management program
Antirequisite(s): COMMERCE 4SY3 (regardless of topic)
Project proposal forms are available online and must be completed by the student and signed by the Supervisor and Associate Dean Academic prior to enrolment."
COMMERCE 4SY3 - Independent Study in Business,"COMMERCE 4SY3 - Independent Study in Business
3 unit(s)
Faculty supervised research project. A supervising faculty member from the DeGroote School of Business must be arranged, and authorization of the Associate Dean (Academic) secured, in the term preceding the term of study.
Lectures (three hours)
Prerequisite(s): To be determined by the supervising faculty member and registration in level III or above in any Honours Bachelor of Commerce or Engineering and Management program
Antirequisite(s): COMMERCE 4SY3 (regardless of topic)
Project proposal forms are available online and must be completed by the student and signed by the Supervisor and Associate Dean Academic prior to enrolment."
